,job_name,norm_job_submit_time,ddl,A100,GTX2080Ti,V100
33,03517d748ab472a838076044,0.0,inf,16599.0,27903.0,40274.0
34,d0d6f09c9a9508a23a6b1254,0.0,5898.0,2004.0,3451.0,5099.0
35,c41d9e9b53d9ac6c5ce4ad42,0.0,inf,2629.0,5091.0,6318.0
36,cb1932674a61a852ad2919d9,0.0,inf,6456.0,12722.0,15674.0
37,d119652eaddc67e079102da4,0.0,inf,8724.0,17307.0,30153.0
38,71e8bea448a1796fb3e333b2,0.0,inf,1461.0,2213.0,3698.0
39,7a04e802749f1506bf6e5e47,0.0,inf,6240.0,11056.0,17145.0
40,3f30a82c7aa210fa0ea685c1,0.0,inf,3119.0,5757.0,7518.0
41,8e206b096aa921f6149a6072,0.0,inf,13477.0,19159.0,28832.0
42,f7e431f34bf4b84f7ca345e1,0.0,84074.0,16316.0,31791.0,41028.0
43,bf37ee85fe6cc8dc9183fe2c,0.0,inf,22881.0,39490.0,60057.0
44,64b34de3c97932e983dcbcee,0.0,inf,5959.0,8823.0,14925.0
45,3e62b383e238a1345009e171,0.0,inf,2319.0,4094.0,6628.0
46,7a5d9e146a688f8704a086cf,0.0,inf,8730.0,16681.0,21216.0
47,d36fddd41ae0b66037e2a860,0.0,inf,4856.0,7134.0,12060.0
48,f70d168c78857afba675ca82,0.0,inf,4857.0,7236.0,12535.0
49,d487ede017f0bafaa0c70e24,0.0,inf,5664.0,11264.0,14854.0
50,510969e3503e08584c171f7c,0.0,inf,1291.0,1992.0,2769.0
51,211f156d95a76a52bd25cfcb,0.0,inf,1422.0,2753.0,3806.0
52,50d33ce96746e9f24e900d98,0.0,inf,2376.0,4060.0,5942.0
53,65b2f1e4bcfea9645b7e18ac,0.0,223557.0,86923.0,122904.0,226481.0
54,6d72537c91a28e11a605e03b,0.0,inf,4899.0,9071.0,12240.0
55,067378d818909f20ac1ce743,0.0,inf,2024.0,4035.0,6047.0
56,3e77cc21157fa69889454949,0.0,inf,4887.0,7627.0,12930.0
57,ee22cda64de8101394c8e9db,0.0,inf,22008.0,36851.0,57014.0
58,f8d170f0eff665f14da83a26,0.0,inf,8909.0,14619.0,20748.0
59,b42d2bbba0a468303086fd2d,0.0,6917.0,1571.0,2956.0,5056.0
60,f9bceb76c03bc3f795e50210,0.0,inf,1853.0,2632.0,4598.0
61,82db8b8838839b171968d22e,0.0,inf,37547.0,70589.0,116953.0
62,af9fbd7856d4f99ad377a853,0.0,inf,3798.0,6894.0,11381.0
63,728536bef028b36a194ee90f,0.0,inf,7338.0,10947.0,17713.0
64,26de22a5de238fc2cdba6220,0.0,inf,12826.0,19303.0,33171.0
65,0cf32cc4db8319662bde0d87,0.0,inf,1249.0,1717.0,3144.0
66,6f7f761e01ea89eb6526c7d8,0.0,inf,6774.0,10580.0,17498.0
67,ad8d4ee8bb828543666af626,0.0,inf,836.0,1424.0,2111.0
68,3f3bb8c3fb8ffc6565d4a8c5,0.0,inf,3652.0,6542.0,9526.0
69,dcb827a7ad36422ce1f24e50,0.0,8685.0,2391.0,3830.0,6651.0
70,0bcc5ea2990e342f61390d6d,0.0,inf,2234.0,4057.0,6362.0
71,45d19e2d73ba5e1203b59931,0.0,inf,2014.0,3376.0,5021.0
72,7c43491ceb86acd889a06679,0.0,inf,1756.0,3262.0,4237.0
73,24d3268a060f901eea4d3a10,0.0,3245.0,951.0,1352.0,2173.0
74,fe6594f7c2ebcec5471895d6,0.0,inf,6271.0,10001.0,16332.0
75,5276030d7603f646f3a07348,0.0,134313.0,29882.0,49784.0,75725.0
76,799db5c92530b35a94f70367,0.0,inf,4657.0,6779.0,9582.0
77,b39a8229ffba31756bc20733,0.0,inf,1448.0,2749.0,3676.0
78,1fa4eae0f8d2044b05a96ef2,0.0,inf,1187.0,2281.0,2964.0
79,01039e6c7ea6fffeb6ba8e09,0.0,inf,35449.0,62623.0,85269.0
80,3b5a8b7c0ea3f88416077f54,0.0,inf,4837.0,9401.0,12923.0
81,91243615f85e67d0112c973a,0.0,inf,1904.0,3266.0,4731.0
82,ea3bd3de4cb78d2bd1a06619,0.0,inf,732.0,1188.0,1542.0
83,8278f82d9e15dcc8eb4eedbf,0.0,inf,1079.0,1676.0,2812.0
84,a35acedd1b7fe97ff9b18cc3,0.0,23863.0,5078.0,8878.0,15865.0
85,62edf561854668ecf580c1ca,0.0,11763.0,3073.0,5793.0,8747.0
86,aecbc0afa4749344b098f0a1,0.0,inf,3555.0,6638.0,8974.0
87,26091286840d1da5cfebde0b,0.0,inf,2432.0,4001.0,6160.0
88,30a02e246e04488dbe273bb8,0.0,inf,10684.0,15087.0,23757.0
89,26b9d7e16ca7d8d6b55ae2b5,0.0,inf,9038.0,14461.0,22500.0
90,d7028703dcbb5d4d7a439a6a,0.0,inf,133830.0,196064.0,333347.0
91,04ef749b6c35e3205b4fbc0a,0.0,inf,1642.0,3033.0,4063.0
92,fcb94b9e7f175852ac6f8a49,0.0,inf,1895.0,3779.0,5836.0
93,13c851c6d878501f0e9516ba,0.0,8201.0,1940.0,3402.0,4965.0
94,dcbc5f41aaf3538820cc56c6,0.0,inf,2120.0,4092.0,5457.0
95,75c86d1d48e8e626042dd094,0.0,inf,1582.0,2747.0,4066.0
96,2c3f875fac9a0e430a443e87,0.0,inf,1116.0,1659.0,2922.0
97,062376d905bb4fa06691de09,0.0,inf,6677.0,10976.0,17359.0
98,c4efb3dca7f2953cee7df25a,0.0,inf,1059.0,1689.0,2573.0
99,9cf0c927ace1c79a4321f163,0.0,inf,16322.0,22982.0,35720.0
100,95d511f262322e755eef032c,0.0,inf,5819.0,10058.0,18431.0
101,6d407ec4b7128f2ac20484ec,0.0,inf,2323.0,4313.0,5643.0
102,ca15dc6f3fec0cf0d67f5956,0.0,15638.0,6052.0,10720.0,15037.0
103,e0c3c70666ee24ff674ba690,0.0,inf,10160.0,15179.0,24410.0
104,3f941aa63354057828092f7f,0.0,inf,22255.0,39929.0,56907.0
105,b7a6513859c5cb738fecf375,0.0,inf,3450.0,6048.0,9957.0
106,e620743c6e7abd94eebe2950,0.0,inf,21279.0,38063.0,52531.0
107,d63f1e8d59dc76a3864b7d10,0.0,inf,6118.0,11419.0,15119.0
108,75fcf03179869675b61c1673,0.0,inf,65894.0,99939.0,150633.0
109,9970ab924e45c3a803099c72,0.0,inf,4221.0,6040.0,8633.0
110,cd91030a0720eaeb5c046044,0.0,26415.0,9375.0,15903.0,22904.0
111,f898946f23d5e2a76d1813d0,0.0,inf,26147.0,44441.0,66406.0
112,0e1d4023d064a527c4840190,0.0,inf,1310.0,2264.0,3264.0
113,11bbe12c6df6cdd393aca51d,0.0,inf,1622.0,2983.0,3909.0
114,50b1d56859bedbaccd5228e4,0.0,6319.0,1935.0,3181.0,4338.0
115,a8b162c4a219ca8b96100645,0.0,inf,1433.0,2099.0,3627.0
116,59e94d7e84505bffd2b2cc21,0.0,inf,12955.0,25546.0,40495.0
117,c93debb3ffafb705ca607f47,0.0,208300.0,42867.0,61762.0,105701.0
118,b12cb23244e99e8ff0a06a79,0.0,inf,1846.0,3378.0,4446.0
119,a4ada079caa9977a08aed19b,0.0,inf,12111.0,18424.0,26355.0
120,2ee8191cca04ba3b718ef4fd,0.0,inf,747.0,1106.0,1603.0
121,61d7fa43d1c75cfc634fafff,0.0,inf,10309.0,20067.0,24772.0
122,fb03265508f3535232837644,0.0,inf,15651.0,31861.0,41432.0
123,74f2feef7b2591627201b026,0.0,inf,13463.0,22183.0,34727.0
124,14e0ea9fbddf43fbfad2f9bb,0.0,inf,60123.0,86126.0,142264.0
125,471b074bdd272503ef11e23c,0.0,inf,865.0,1538.0,2135.0
126,d76fda3b0d027042d691b089,0.0,inf,2577.0,4734.0,6397.0
127,7c80e6a2e2a31519659851c2,0.0,inf,4559.0,7276.0,10202.0
128,b28a597618624b65d24983cf,0.0,inf,7736.0,12578.0,18715.0
129,ac7522ffe301e0182cff2ad7,0.0,inf,4749.0,8072.0,11878.0
130,326e0faaf638e705e606aad9,0.0,9586.0,6052.0,10471.0,14719.0
131,79004161e8783d07c8445d40,0.0,inf,17461.0,27502.0,44010.0
132,ec7d6d002b2595ba5463d5ab,0.0,inf,1856.0,3234.0,4437.0
133,52cf7ad561365e1aeb0d5f4e,0.0,inf,5901.0,9889.0,14211.0
134,b4db6a59b5ec9ae87aab2473,0.0,inf,17021.0,28616.0,45178.0
135,918f2927d3594ab073e2ea06,0.0,8619.0,1645.0,3139.0,5004.0
136,c12b82689d55af17c59fe90e,0.0,inf,1078.0,1751.0,3096.0
137,6ae3aa453914c78ed9e57835,0.0,inf,3669.0,6844.0,9460.0
138,b441a8253f2e62ec04647da8,0.0,inf,9926.0,15888.0,26274.0
139,271c4bf407a933d94d10b425,0.0,5834.0,1363.0,2498.0,3734.0
140,504e42bbb0e7b4aaffa736be,0.0,inf,10704.0,17040.0,27752.0
141,475120d1adee6e4d110cce81,0.0,inf,906.0,1754.0,3083.0
142,4f67b0b9d140ce32a9ef1eb7,0.0,inf,1945.0,3488.0,5203.0
143,3c5d4360eb1b8a6cfdc92135,0.0,inf,10183.0,18215.0,30469.0
144,f951f6373d220ff0f2eb26a0,0.0,inf,10724.0,21282.0,27805.0
145,c02c19911ab99e258e0532ee,0.0,inf,51150.0,82605.0,128671.0
146,a27f7757ae518b8740d75499,0.0,inf,1153.0,1618.0,2511.0
147,0557d355991ea07acdcfc6d4,0.0,inf,2869.0,5035.0,7444.0
148,dd4df7dd96b4b99c0a54d2d7,0.0,inf,2117.0,4018.0,7348.0
149,4d7f33f1cf53be1e0e382247,0.0,inf,1733.0,2922.0,4343.0
150,1de803690859cf048aad1223,0.0,inf,14378.0,28390.0,46451.0
151,6faa3f06694942e903c049d8,0.0,inf,1039.0,1573.0,2753.0
152,0ea13f70660e5c8327b5c08a,0.0,inf,1753.0,2582.0,4275.0
153,982f2c529f68751f37dfd55c,0.0,inf,11073.0,17999.0,25689.0
154,4ad7716b073c654bcb3f248d,0.0,inf,9090.0,14437.0,22742.0
155,95edbbb5df125ca34d9029a1,0.0,2022.0,1019.0,1652.0,2461.0
156,07cafa55ee17f0d4fc497639,0.0,inf,1684.0,2743.0,3742.0
157,d01c097af7d6c51695114a0e,0.0,inf,2510.0,4667.0,6909.0
158,802fa19b2a89d19d4df0dad3,0.0,inf,1776.0,2790.0,4590.0
159,609048c111f0177282198a61,0.0,inf,1342.0,2607.0,3309.0
160,54ea79c6303fb51d9b173c68,0.0,inf,26740.0,40660.0,69598.0
161,c405ceff87ccb33ecd9b1022,0.0,inf,945.0,1826.0,2398.0
162,5e657ed3b4b6e61448ac63d4,0.0,inf,86621.0,124497.0,216875.0
163,507dfabbf680a4e0a97d09ad,0.0,inf,3714.0,7369.0,9799.0
164,3c1c2fb686364fec1e4fe48e,0.0,inf,5910.0,9266.0,13536.0
165,0e3a6aa8da14baf7d88a2469,0.0,inf,1396.0,2244.0,4136.0
166,4e8fd9c58961f6d742c015af,0.0,inf,948.0,1826.0,2368.0
167,55ef9d3fafa257f27d599eeb,0.0,inf,142601.0,257076.0,361003.0
168,90bcc4f9615a0e37259023c6,0.0,inf,5210.0,8816.0,10946.0
169,77fc0dc42a6e467f44e5e59f,0.0,inf,2843.0,4673.0,7843.0
170,5dc8e26d2869d9376b1b865e,0.0,inf,1095.0,1880.0,2633.0
171,a7cdbbf1b092f8d3c5a34fda,0.0,4040.0,1582.0,2272.0,4055.0
172,b37c1b7be8b9266b48441a6e,0.0,inf,1178.0,1780.0,2280.0
173,af3b0f5e810838d6c33840e1,0.0,inf,109920.0,192687.0,263906.0
174,5c58a587ff8e40d2d41b4486,0.0,inf,10379.0,17107.0,26408.0
175,28756fde480a53b27e3fbf7f,0.0,inf,765.0,1331.0,2303.0
176,3e3554c55fa632fff5ebc25c,0.0,inf,7064.0,12234.0,18644.0
177,ecf8e233dd81257a6c0c2a93,0.0,inf,1129.0,1807.0,2989.0
178,80acd3a04cc442b7b1f8d58e,0.0,inf,59914.0,96735.0,150949.0
179,fdb3b4ba694500fe4b9e96dc,0.0,inf,19787.0,37301.0,47998.0
180,b2278ef91a95d67d490dcdc6,0.0,76574.0,46205.0,73012.0,120507.0
181,3c55613f5293d08ca203bb33,0.0,inf,1250.0,2252.0,3083.0
182,5942479ff89a6387f78793e4,0.0,240949.0,45243.0,85110.0,146195.0
183,6661e092f01b74b115fd4212,0.0,inf,175809.0,287993.0,465964.0
184,c87ffc1b2fc35e934cea6c6a,0.0,inf,17097.0,34012.0,43753.0
185,71155e08ee30c0b3b71f7f48,0.0,inf,3209.0,4642.0,8428.0
186,dffa44b256390d369dba8f9e,0.0,inf,1678.0,2874.0,4180.0
187,cdcc591e3ef87db17f0762c5,0.0,inf,3677.0,7299.0,9516.0
188,1da7df309fd541efae072fb8,0.0,inf,859.0,1710.0,2777.0
189,883fe596a790b29792696331,0.0,inf,6253.0,10444.0,13218.0
190,85d736a197fb4b9b22f039b2,0.0,inf,1281.0,2192.0,3362.0
191,2951d1b9b37d1a8698466e95,0.0,inf,2608.0,4921.0,6898.0
192,a1718baf32cd61c315e99ac3,0.0,inf,11796.0,19950.0,29342.0
193,7790f378125a09635118d70e,0.0,inf,3133.0,5800.0,10076.0
194,1d05bc8db8829a6275fe9801,0.0,inf,3963.0,7478.0,10441.0
195,50f85b6b02c5fb365d8e7c74,0.0,inf,1404.0,2809.0,4477.0
196,717145191223573e74390235,0.0,inf,9225.0,15358.0,26423.0
197,66c2821532676e27cf5dabc0,0.0,inf,10483.0,18167.0,26603.0
198,cbd5d56ed61d659a6722cd02,0.0,inf,11040.0,16868.0,23464.0
199,d84d2bba70873cf8c8c5355b,0.0,inf,16408.0,29324.0,43335.0
200,8a5cf22f85b56243bf09a683,0.0,inf,4612.0,6503.0,11469.0
201,4412cd4b2c6045f671b7f55b,0.0,inf,794.0,1299.0,1655.0
202,0def917fc25051a896241e1b,0.0,inf,1119.0,2206.0,2917.0
203,7435006f3b00cd0d55cb1860,0.0,inf,2487.0,4833.0,6155.0
204,8fa19124e1fe75141588e5dc,0.0,2828.0,1028.0,1913.0,2790.0
205,9de1fa7c534c0dbcef2e0bfa,0.0,inf,36300.0,54100.0,88143.0
206,5e82cb4784a725cb2cfe7a03,0.0,inf,11470.0,20771.0,28358.0
207,f7a9a670c7d89701335835ae,0.0,inf,7667.0,12333.0,18461.0
208,65033a46a070f6bc809a18b4,0.0,inf,3398.0,6650.0,8917.0
209,242d236765369c588917e415,0.0,inf,39251.0,69199.0,91704.0
210,9b430935bcfe3eaeffd681d9,0.0,inf,6056.0,9509.0,12535.0
211,40406108f4848b315f962cdd,0.0,inf,1192.0,2164.0,3021.0
212,98a156487d7ccfcc22c0dd23,0.0,inf,2342.0,3792.0,6027.0
213,62d71823c68be918ae726e4c,0.0,inf,1159.0,1861.0,2495.0
214,509181cbb72448bcac8253b7,0.0,inf,997.0,1644.0,2148.0
215,f2ed0d0305823ccf12db40db,0.0,inf,2578.0,4249.0,5261.0
216,05fca52394292806b1a7aa8e,0.0,inf,28630.0,52583.0,72095.0
217,027a927494cab7d578702d25,0.0,inf,1794.0,2646.0,4377.0
218,60d69b02f2c8c38fd22f40df,0.0,inf,1353.0,2023.0,3408.0
219,32685e3c80693763d04167eb,0.0,inf,3824.0,5589.0,8504.0
220,4278880a6144714111b45667,0.0,inf,1187.0,2192.0,3066.0
221,d7490ffccaa5c0b6c8ec5a88,0.0,inf,2602.0,4031.0,6577.0
222,343d2c452bc2feb922dcc91e,0.0,6533.0,2332.0,4062.0,5834.0
223,2d2e0acbce2301babd857c1c,0.0,inf,2599.0,4847.0,6838.0
224,2e124e364bb9d138addec00c,0.0,inf,1223.0,1957.0,3492.0
225,e036a852caa34a2d6639543d,0.0,inf,173967.0,325221.0,429381.0
226,a9d32577bafb6c09e5b11b45,0.0,inf,6244.0,10589.0,13355.0
227,e7282fc400c0296b6461d092,0.0,inf,5277.0,9916.0,14636.0
228,a1c389b1f9bd7b2455096d2b,0.0,inf,5900.0,9935.0,16090.0
229,9faa9455c2a8eee614b2415a,0.0,inf,535.0,1016.0,1599.0
230,dd0f2631a2dee5d6e1bd2fad,0.0,inf,10548.0,15731.0,26419.0
231,ec4dfe6fc52770abb2609a99,0.0,inf,39045.0,75008.0,100241.0
232,6e33e4ff0643d6542e1ece02,0.0,inf,18107.0,36061.0,49184.0
233,05cac383f98a7fd779e4e0d8,0.0,inf,3068.0,4414.0,7604.0
234,17701382810d0f3396063afb,0.0,inf,4773.0,7230.0,9956.0
235,e9cbd8dd12dc8075e095fe5e,0.0,inf,1158.0,2115.0,2900.0
236,63740488a31263a0d9be36b6,0.0,inf,849.0,1356.0,1763.0
237,41084e4f95733d0d6d8e2bd8,0.0,inf,17077.0,34720.0,44614.0
238,5965626fa3829ae5ea368b7a,0.0,inf,6204.0,10872.0,13360.0
239,8b2e897f151f7c55e9bd2bbb,0.0,inf,1615.0,3222.0,4635.0
240,a35cd3ae10948d12d4b5ed03,0.0,inf,2221.0,3893.0,5478.0
241,71ef0762e3f10ff9edf5052d,0.0,inf,1954.0,2913.0,4836.0
242,88142f969ec886c92ee3a774,0.0,inf,4124.0,6657.0,10939.0
243,33e0f6307f24c8d3ddd09ab8,0.0,inf,5427.0,9910.0,16664.0
244,241bb7d97bca40630c454390,0.0,inf,11321.0,18544.0,31322.0
245,dece68954cf3f94f1e0ddc95,0.0,inf,1049.0,1631.0,2594.0
246,c12c8f93b057dbda25cbbe3e,0.0,inf,13783.0,21404.0,26901.0
247,a6236368bdd97fbba48e167f,0.0,inf,2659.0,4762.0,7592.0
248,adad3bcb7191bd0eef39a3de,0.0,inf,22758.0,33537.0,57384.0
249,90012a82d3a08f873b58105e,0.0,inf,3921.0,7632.0,10198.0
250,d1cca158453739ad5a89db80,0.0,26636.0,7475.0,14686.0,20042.0
251,aacb2430fc4655b55a22e567,0.0,inf,2095.0,3881.0,5331.0
252,b9d998be987452f66002a8a1,0.0,inf,1350.0,2298.0,3496.0
253,03915d8ac3e5bd4a4a14f0b3,0.0,2491.0,1103.0,1589.0,2433.0
254,ce38b025d169bb510dde6575,0.0,inf,6052.0,10980.0,15568.0
255,517699e1dd1b1b870dfa7e4a,0.0,inf,3021.0,5921.0,9204.0
256,677ff3ceb1448bdae830e461,0.0,inf,6154.0,10736.0,14457.0
257,436293747d9627c7aa4d659f,0.0,inf,9716.0,14691.0,22021.0
258,31728c4adb73492b13d2011f,0.0,inf,1943.0,3719.0,4665.0
259,dc31608988f57558c3abe0b0,0.0,inf,1408.0,2546.0,3493.0
260,45f814113af17436db0446ce,0.0,inf,13925.0,25903.0,36655.0
261,a197b2361ee3fbe4ce668f7f,0.0,inf,21124.0,29833.0,50856.0
262,a009c7cf2402efb99b66c436,0.0,inf,1132.0,2262.0,3130.0
263,652c2f8cd6cec0cbd97f7031,0.0,inf,29580.0,40897.0,74991.0
264,cc6b81347be3df317d87a538,0.0,inf,7053.0,11078.0,17161.0
265,813f58853dbbe4dbe18007b2,0.0,inf,5711.0,10231.0,14633.0
266,2b96c724da0f7a7e30347737,0.0,6337.0,2388.0,3725.0,6667.0
267,c422ba7c2330788d13c42e21,0.0,inf,2376.0,3781.0,6052.0
268,17692340e6fb46e8858bba77,0.0,inf,41135.0,63194.0,104760.0
269,48e2f62bb6396b475474652b,0.0,inf,4280.0,7678.0,10024.0
270,156ecf13da53094bfd2c7a11,0.0,73463.0,56583.0,109255.0,142273.0
271,f683811f44d49806e3442265,0.0,22738.0,8858.0,16255.0,27562.0
272,28b55ef9bb29d55d900c502b,0.0,inf,44443.0,67856.0,114431.0
273,49bcbbfaacb0b9aef405a87c,0.0,inf,12697.0,24446.0,41190.0
274,29c0448c0d84aedb94d0c95d,0.0,inf,1281.0,2174.0,3352.0
275,2b95949943cab1bb3d04b989,0.0,inf,1521.0,2671.0,3913.0
276,e0b01158da6c9d1588187aae,0.0,inf,7364.0,13520.0,18077.0
277,a878c8808628c0b304936ee8,0.0,inf,935.0,1530.0,2379.0
278,263da7830507d17324df8d9f,0.0,inf,4037.0,5942.0,8585.0
279,4514809d42d92183e3a6e234,0.0,inf,12077.0,17261.0,24415.0
280,dd1e3f8976014332656fbfaa,0.0,inf,7948.0,13159.0,22056.0
281,e27f1a7c397b8af55296520e,0.0,inf,1996.0,3056.0,4958.0
282,5b4b049a50e09f2b88f7a040,0.0,inf,2603.0,4934.0,6088.0
283,73b18ee3b212114d05e228ad,0.0,inf,1593.0,3034.0,4094.0
284,2b53d32bf9ad78237db3ac4a,0.0,inf,1783.0,2796.0,4647.0
285,cb7842b483438fe2aca6b7d3,0.0,inf,2061.0,3289.0,4055.0
286,389daf24b343ba5936b7e57c,0.0,148063.0,39146.0,71679.0,117024.0
287,8d2d015a4e7e8e2e42eacb22,0.0,inf,32631.0,54941.0,74250.0
288,801d01d97d3b500d3d85931d,0.0,inf,32978.0,62486.0,79849.0
289,1c7812dbfd547a4e01fa7905,0.0,inf,1937.0,3482.0,5578.0
290,bab69900fb5110641816b940,0.0,inf,5098.0,8858.0,12680.0
291,1584fb9e82122696511d35c8,0.0,inf,8052.0,15881.0,20419.0
292,6d161b129170b6609a5f9c7e,0.0,inf,5659.0,9484.0,16532.0
293,992605e03b00ecc237ed6832,0.0,inf,4797.0,7040.0,12462.0
294,cc60f5241cc095e58725d858,0.0,inf,1590.0,2512.0,4094.0
295,2c2a8eeaa7a31045e1810eb0,0.0,9677.0,1509.0,2491.0,3781.0
296,5504d9a60b582ec1c7bc6fe8,0.0,182554.0,67232.0,116246.0,171240.0
297,893680324820f15d05efab38,0.0,4635.0,1777.0,3048.0,4330.0
298,bd8e21fa10f03024f9ab9704,0.0,inf,1924.0,3545.0,4652.0
299,611334eb94503516a47a2f5d,0.0,inf,16904.0,27781.0,44775.0
300,7686ef96c6248901d1e654ef,0.0,inf,3165.0,4486.0,7914.0
301,6020e8dbb99e95cae7298df1,0.0,inf,2966.0,5757.0,7383.0
302,ab0bf497207b7981a5a244da,0.0,inf,5064.0,8522.0,13122.0
303,2a5232864ce7ce03af20fb0f,0.0,17845.0,11267.0,16377.0,28968.0
304,461727b837d42411352993e3,0.0,inf,1393.0,2388.0,3606.0
305,05a3061879114103a18910cb,0.0,inf,4666.0,8430.0,12195.0
306,e9b9a7a8fd35e957a1db1282,0.0,inf,942.0,1832.0,2353.0
307,9d22ea070955302676ace757,0.0,inf,6235.0,9719.0,14740.0
308,6c11658fa8cdc44dbcb2c5b0,0.0,inf,2636.0,3825.0,4903.0
309,4cb13d773bf28802ce3d9ae9,0.0,inf,4695.0,7407.0,11864.0
310,41a7f0ed2f7a9a6f4a409baf,0.0,inf,1158.0,1934.0,2828.0
311,029e8d91ddc66c6f36f7df37,0.0,inf,7270.0,10186.0,15915.0
312,da09728a8ed41bf66bb654b9,0.0,inf,7299.0,10064.0,18372.0
313,3807d4a74e250507d9f68f3e,0.0,inf,5240.0,10111.0,13947.0
314,4b255b9a06d11fdd1c3ea9cc,0.0,inf,23510.0,46919.0,62238.0
315,56ed1d43a50d4987e11863b4,0.0,inf,10697.0,17201.0,23037.0
316,137465bd15abbcd44349a135,0.0,inf,1147.0,2139.0,2952.0
317,58e89735fdbd43c3aa2d5cce,0.0,inf,462.0,702.0,1119.0
318,bc379892166cd501e170cf4a,0.0,inf,29189.0,45030.0,72366.0
319,94f32086e306052d2ee1a858,0.0,inf,2748.0,4816.0,6690.0
320,bd4c7d704aa9f1477f9e9ba1,0.0,inf,6540.0,10723.0,15397.0
321,de06ceb16b5a213da7250971,0.0,inf,213550.0,404039.0,553157.0
322,174878d67daae70639468da7,0.0,inf,6320.0,9913.0,15851.0
323,a01c3d346d0a6f5719647b5d,0.0,inf,2029.0,2930.0,5013.0
324,2fa502c323f57c873f0a90ee,0.0,inf,1612.0,2860.0,3918.0
325,43a29f3895b5afac0dedd278,0.0,inf,2537.0,4469.0,6670.0
326,e6dc1be299085ed4ded05eb3,0.0,7423.0,2248.0,3738.0,5790.0
327,8380104420130a86a7845548,0.0,inf,9767.0,18348.0,26243.0
328,5efbf522e7f71158f2870605,0.0,inf,7007.0,11169.0,18908.0
329,a85307125d3c43dc18db65cb,0.0,inf,2036.0,3539.0,5377.0
330,68f51d90b98872592d466c44,0.0,inf,7912.0,12614.0,18846.0
331,b2a8c3c1964ec463fbc2f74c,0.0,inf,2148.0,4010.0,5714.0
332,c01f9eece4d964cee903fa86,0.0,8035.0,2370.0,4470.0,7138.0
333,0c5f49f1c7b39e608ad278c4,0.0,inf,1992.0,3242.0,4383.0
334,c9b51bd4283bca56f8885ca1,0.0,inf,3598.0,5428.0,9217.0
335,275589e7c2bf592a68d0f1aa,0.0,inf,1051.0,1581.0,2543.0
336,95196a4c9c366d71f24aee3a,0.0,inf,4029.0,6008.0,8538.0
337,223b99047a49e60eec88bf01,0.0,6578.0,3380.0,5537.0,8611.0
338,4715eed52909f274b049ec46,0.0,inf,2038.0,3822.0,6900.0
339,ce0b8559097e0628b04c8bd1,0.0,inf,4338.0,8588.0,11001.0
